Date,Open,High,Low,Close,Volume
2022-01-03,144.19021901529044,144.98147872360363,142.85622434267296,144.12710571289062,28646000
2022-01-04,144.5292310209811,145.61174353570888,142.8597540077324,143.53868103027344,28400000
2022-01-05,143.55903366265252,143.63805802202612,136.86717203821607,136.95364379882812,54618000
2022-01-06,136.18177233612653,139.1057340622468,135.74439301975394,136.92630004882812,37348000
2022-01-07,137.32193148421084,137.6231341143324,134.95711619252725,136.20016479492188,29760000
2022-01-10,134.27272325689333,137.99191881727012,132.3706328222007,137.84280395507812,44408000
2022-01-11,137.1842728472831,139.38010349479987,135.87761035191718,138.9029541015625,28730000
2022-01-12,140.30852646608497,141.757842347019,139.85575176370554,140.5873565673828,26108000
2022-01-13,140.69618631751152,141.9983893426326,137.5838554108027,137.76080322265625,31436000
2022-01-14,136.26178386352225,139.9029560886818,136.18177360151284,138.6489715576172,29662000
2022-01-18,135.36320262426432,136.31399770677183,134.6310972362546,135.187255859375,34872000
2022-01-19,135.70959909335295,137.13704283674758,134.2105935650116,134.3109893798828,28648000
2022-01-20,135.43775010187215,136.80555416095493,132.17182934295488,132.51278686523438,29908000
2022-01-21,131.80304038371057,134.0614836836018,129.31098227824953,129.57440185546875,55652000
2022-01-24,125.22698178613166,130.4208391313966,123.75779600532923,130.0242156982422,76622000
2022-01-25,127.97251572510314,128.62758366714436,125.74636467116437,126.17826843261719,46960000
2022-01-26,130.33732824784752,132.20711125940946,126.38403243461616,128.4625701904297,49130000
2022-01-27,130.5212372535166,131.86169373449613,128.16386915374457,128.23594665527344,31950000
2022-01-28,128.88603867698754,132.56150585800478,127.71904144423628,132.5560302734375,34362000
2022-01-31,133.36219746273952,134.6653865636506,131.42133787378867,134.49688720703125,39986000
2022-02-01,136.77420562188033,136.9715238091807,133.56744001031473,136.8234100341797,68644000
2022-02-02,150.3483316060659,150.64305760678394,144.65498244999972,147.11770629882812,123200000
2022-02-03,144.8368701996138,148.78270339835078,141.81498491185366,142.23695373535156,71518000
2022-02-04,142.58935253590573,144.01132078033405,139.67731252149167,142.43875122070312,57998000
2022-02-07,143.39003526596414,143.39003526596414,138.07192390474245,138.3711395263672,54974000
2022-02-08,138.19768576489463,139.16537766922627,136.19718649446398,138.56796264648438,54284000
2022-02-09,140.12314679417082,141.6748455006847,139.35127141073957,140.74789428710938,40144000
2022-02-10,138.87066160001436,140.64103479433624,137.13456768686495,137.79360961914062,39330000
2022-02-11,137.7737298036491,138.32690028768508,132.60471793324464,133.48196411132812,39958000
2022-02-14,132.4620772368233,135.48743587399645,132.4620772368233,134.71804809570312,34302000
2022-02-15,136.75035324045336,137.28515547751059,135.01178714340094,135.79409790039062,26680000
2022-02-16,135.83187026783972,137.26278747790528,134.11963545323007,136.9168701171875,25022000
2022-02-17,135.43075288338343,136.29606186664606,131.68869992433548,131.74884033203125,38950000
2022-02-18,132.67130865688407,133.27072578097733,129.4203137103387,129.62557983398438,45620000
2022-02-22,129.06395617131994,131.392489926859,127.45907922134613,129.03961181640625,44990000
2022-02-23,130.86366373256033,131.26376055099263,126.76722927425091,126.8273696899414,32786000
2022-02-24,124.20856591969482,132.2070964049486,124.20856591969482,131.89993286132812,54456000
2022-02-25,132.7558069650752,134.46505354193485,130.96603442670602,133.65789794921875,36406000
2022-02-28,132.25680755246233,134.9421945520576,131.8020307532934,134.25184631347656,38864000
2022-03-01,134.0743987504672,135.44318849556387,132.42430658177463,133.26226806640625,26496000
2022-03-02,133.8254077789069,134.4561161649119,132.27818373169396,133.7692413330078,23520000
2022-03-03,135.19914893630838,135.6260927709551,132.23244442777408,133.1012420654297,24604000
2022-03-04,132.13504165400857,133.05352910890412,129.5604707332503,131.1201171875,30430000
2022-03-07,130.70412780420082,130.94964934342582,125.54207801591977,125.62508392333984,45112000
2022-03-08,125.4973427567526,130.46753454909924,124.92527319608321,126.34674835205078,40428000
2022-03-09,130.46754173493875,132.93822833664126,129.1260843481061,132.62460327148438,37026000
2022-03-10,130.48346814012982,132.4775061555181,130.13207515566626,131.64002990722656,27102000
2022-03-11,132.69271069316005,132.99788732505345,128.8587093215417,129.09628295898438,31526000
2022-03-14,129.47350129922808,129.63155000686874,124.5281617874985,125.20012664794922,38812000
2022-03-15,126.21901155597463,129.08036041319235,124.97099561794094,128.42776489257812,30920000
2022-03-16,129.95363304530028,132.53812396756078,127.9670425512533,132.48594665527344,35576000
2022-03-17,132.35521826895487,133.2811682958072,131.3969607813396,133.04110717773438,28264000
2022-03-18,132.6290633768955,135.43175814024005,131.47001434891624,135.31396484375,44566000
2022-03-21,135.35174221676303,136.23296233262303,133.29308959145584,135.2901153564453,26832000
2022-03-22,135.29012387121904,140.20912465713957,135.29012387121904,139.03416442871094,35496000
2022-03-23,137.87561296185783,138.75633257699457,137.01329191544855,137.45115661621094,25154000
2022-03-24,138.37014375246187,140.77472897804753,136.92929162847878,140.72801208496094,26396000
2022-03-25,141.06994721627316,141.18824105648594,138.90443733459907,140.82839965820312,24126000
2022-03-28,140.06052909948124,141.15596457957028,138.97801660618325,140.6122283935547,35050000
2022-03-29,141.7970964844151,142.93626058492885,141.19171837433169,141.6559295654297,34318000
2022-03-30,141.61070629571088,141.86965133760404,140.7558327304496,141.09231567382812,19884000
2022-03-31,141.20613989201064,141.26081989485832,138.19570617073663,138.2384490966797,37524000
2022-04-01,138.6683525128137,139.6335568528457,137.48295690375926,139.31497192382812,25942000
2022-04-04,139.5217421932521,142.85525028889145,139.47402422501693,142.11915588378906,25942000
2022-04-05,142.01727270368926,142.13803890223633,139.54560027411895,139.7528533935547,21418000
2022-04-06,137.92283149938373,138.52969608362878,134.7091035718488,135.7339630126953,32468000
2022-04-07,135.19915059428206,136.3467783054226,133.42727602104824,135.07838439941406,26234000
2022-04-08,134.77520697165542,134.86119335955522,132.17281809687512,132.49290466308594,25142000
2022-04-11,131.03761115537017,131.30500467073742,127.90142149070257,128.0554962158203,36884000
2022-04-12,130.8154592073854,130.8154592073854,126.03313586492538,126.95311737060547,32710000
2022-04-13,127.23692285427019,129.55700825541328,126.97946422364538,129.11962890625,27928000
2022-04-14,129.70164613267772,129.70164613267772,125.8462585754794,125.97449493408203,31598000
2022-04-18,126.24287882733563,127.44814433956209,125.4297546143509,126.91534423828125,20808000
2022-04-19,126.93027377486973,129.5560214376805,126.24239775021455,129.2339630126953,26490000
2022-04-20,130.11167490638292,130.61565614591467,126.73989829141833,127.27667236328125,31696000
