Date,Open,High,Low,Close,Volume
2022-01-03,174.5429172102293,179.49957387951153,174.4251401333062,178.64564514160156,104487900
2022-01-04,179.25417452208993,179.5584419205672,175.80904564797467,176.37832641601562,99310400
2022-01-05,176.29001709220518,176.83966343060843,171.41188337376713,171.68670654296875,94537600
2022-01-06,169.50776725909728,172.05971420324832,168.46736295896767,168.82070922851562,96904000
2022-01-07,169.69422597653536,170.9211204367095,167.86860642072668,168.98753356933594,86709100
2022-01-10,165.95464256744464,169.31142378084766,165.06145986786478,169.0071563720703,106765600
2022-01-11,169.13478740187807,171.94190783972073,167.66251389723809,171.84376525878906,76138300
2022-01-12,172.8645368239584,173.90494104881037,171.58857842094562,172.2854461669922,74805200
2022-01-13,172.5307934232952,173.3552628490283,168.614541185956,169.0071563720703,84505800
2022-01-14,168.17289299389805,170.56779364905069,167.92751407393143,169.8709259033203,80440800
2022-01-18,168.33976049469968,169.35072051668112,166.27858641059555,166.661376953125,90956700
2022-01-19,166.85763576058818,167.9176743026287,162.87268520870163,163.15731811523438,94815000
2022-01-20,163.8934762825247,166.54356549753263,161.14522951347425,161.46913146972656,91420500
2022-01-21,161.38080003283116,163.25549850314817,159.29999166470387,159.407958984375,122848900
2022-01-24,157.06213706108227,159.2999915243486,151.8404666623007,158.63255310058594,162294600
2022-01-25,156.04132272716996,159.7514499461909,154.11756082376363,156.8265380859375,115798400
2022-01-26,160.47777643261003,161.35132458598716,154.9027758530205,156.7382049560547,108275300
2022-01-27,159.44722329665106,160.81152952765763,155.3543046036314,156.2769317626953,121954600
2022-01-28,162.64696676990783,167.2011988377615,159.79075260205332,167.1815643310547,179935700
2022-01-31,167.0146740043963,171.76520522888097,166.37667997036093,171.5492706298828,115541600
2022-02-01,170.79351570873365,171.60817541361024,169.12494226668923,171.38243103027344,86213900
2022-02-02,171.51984280427115,172.62896017118422,170.12609251689003,172.58969116210938,84914300
2022-02-03,171.25483696595504,172.98231399971922,168.93845956073986,169.70404052734375,89418100
2022-02-04,168.72128157532018,171.09958880025067,167.7385154477962,169.41905212402344,82465400
2022-02-07,169.88096130618518,170.9521728360201,168.00387431629863,168.70164489746094,77251200
2022-02-08,168.7704203940124,172.32804392038554,168.4755875609354,171.81700134277344,74829200
2022-02-09,173.01595715476017,173.60560775677658,171.885767258212,173.2419891357422,71285000
2022-02-10,171.13887812913805,172.45578102776864,168.59351767675065,169.1536865234375,90865900
2022-02-11,169.3600979658817,170.09717260247885,165.14402264688573,165.7336883544922,98670700
2022-02-14,164.48555705147456,166.65747672658372,163.68951891129095,165.96954345703125,86185500
2022-02-15,168.02355272689155,169.96942576982215,167.3159598029489,169.8121795654297,62527400
2022-02-16,168.8883606728898,170.35267256794222,167.11937868964532,169.5762939453125,61177400
2022-02-17,168.0824845697611,168.94732353481027,165.56660575778602,165.96954345703125,69589300
2022-02-18,166.893337952625,167.6009157130797,163.32589238939244,164.41676330566406,82772700
2022-02-22,162.1367428748668,163.81727946148703,159.35551308277192,161.48812866210938,91162800
2022-02-23,162.68708741626082,163.28657531432245,156.9968785115613,157.31137084960938,90009200
2022-02-24,149.95047069736393,160.04348391166852,149.38046449387545,159.9353790283203,141147500
2022-02-25,161.01636896535942,162.274308176353,158.09755290658669,162.00897216796875,91974200
